Interval_stimulus,OS,Response.keys,Response.rt,Start.keys,Start.rt,date,expName,frameRate,id,key_resp.keys,key_resp.rt,participant,psychopyVersion,trials.ran,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN
4.28004773,Win32,space,0.23063000000000003,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,39,39,0
7.271088715,Win32,space,0.21754,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,40,40,0
3.3825315910000002,Win32,space,0.250785,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,41,41,0
9.062944287,Win32,space,0.21703000000000003,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,42,42,0
8.332807838999999,Win32,space,0.21700999999999998,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,43,43,0
6.319635656,Win32,space,0.263365,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,44,44,0
8.946027523,Win32,space,0.26811999999999997,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,45,45,0
3.7697636869999998,Win32,space,0.334325,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,46,46,0
5.420229187,Win32,space,0.248525,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,47,47,0
2.213398619,Win32,space,0.317475,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,48,48,0
6.299912387000001,Win32,space,0.2669,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,49,49,0
5.916125752,Win32,space,0.231285,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,50,50,0
7.39999515,Win32,space,0.21718,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,51,51,0
8.084736585,Win32,space,0.23901,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,52,52,0
3.4403074539999996,Win32,space,0.33393,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,53,53,0
6.0252065539999995,Win32,space,0.217275,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,54,54,0
6.831088577999999,Win32,space,0.21716,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,55,55,0
7.702226819,Win32,space,0.21734499999999998,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,56,56,0
9.91575753,Win32,space,0.21700500000000003,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,57,57,0
4.019505456,Win32,space,0.2339,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,58,58,0
4.147895115,Win32,space,0.217125,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,59,59,0
9.075997521,Win32,space,0.216865,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,60,60,0
2.635436113,Win32,space,0.26721999999999996,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,61,61,0
5.162576175,Win32,space,0.200785,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,62,62,0
4.368834491,Win32,space,0.284165,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,63,63,0
7.480295921000001,Win32,space,0.217615,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,64,64,0
7.181588391,Win32,space,0.25094,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,65,65,0
7.980472517000001,Win32,space,0.25056,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,66,66,0
8.47993439,Win32,space,0.250785,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,67,67,0
5.244241883,Win32,space,0.35093,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,68,68,0
7.242508067,Win32,space,0.267705,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,69,69,0
9.512276437999999,Win32,space,0.26771,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,70,70,0
2.624298205,Win32,space,0.317225,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,71,71,0
7.4010838,Win32,space,0.26761999999999997,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,72,72,0
3.990527473,Win32,space,0.28389000000000003,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,73,73,0
6.074953511,Win32,space,0.339905,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,74,74,0
8.363151315,Win32,space,0.25039,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,75,75,0
9.824010284,Win32,space,0.26802,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,76,76,0
8.461715935,Win32,space,0.26732,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,77,77,0
9.076712671000001,Win32,space,0.23312,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,78,78,0
5.703093432,Win32,space,0.267475,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,79,79,0
8.369725702,Win32,space,0.25067,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,80,80,0
3.577384725,Win32,space,0.28386,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,81,81,0
9.007279316,Win32,space,0.26998,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,82,82,0
8.693405272,Win32,space,0.233605,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,83,83,0
9.425740427000001,MacIntel,space,0.09,space,12.856,2021-02-21_13h37.15.299,PVT builder,60,14.0,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.8730000000000047,1.0600000000000023,1.2109999999999985,1.3840000000000003,1.5429999999999993,1.7000000000000028,1.8759999999999977,2.0450000000000017,2.230000000000004,2.6610000000000014,2.8230000000000004,2.9879999999999995,3.1540000000000035,3.3220000000000027,3.4879999999999995,3.655000000000001,3.814,3.9840000000000018,4.151000000000003,4.310000000000002,4.481000000000002,4.642000000000003,4.808,4.969000000000001,5.140999999999998,5.292999999999999,5.4680000000000035,5.634,5.802,5.972999999999999,6.140000000000001,6.314,6.481000000000002,6.646000000000001,6.841999999999999,6.992000000000004,7.140000000000001,7.3260000000000005,7.490000000000002,7.658000000000008,7.832999999999998,7.991,8.158000000000008,8.32,8.5,8.651000000000003,8.821000000000005,8.994,9.169000000000004,9.338999999999999]",14,2020.1.3,1,0,0,0,0
